jenis,kategori,jenis_kulit,merk,nama_product,link_gambar,nama_gambar,key_ingredients,ingredients,deskripsi,no_BPOM,hamil_menyusui,kondisi_kulit,sensitif,tujuan,kegunaan,fungsi
Cleanser,Oil,Sensitif,Skin1004,Madagascar Centella Light Cleansing Oil,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1618815851_Madagascar_800x800.jpg,skin1004_madagascarcentellalightcleansingoil,"Antioxidant: Centella Asiatica Extract(10,000Ppm), Olea Europaea(Olive) Fruit Oil, Rosa Damascena Flower Oil
Soothing: Centella Asiatica Extract(10,000Ppm)","Ethylhexyl Stearate, Cetyl Ethylhexanoate, Sorbeth-30 Tetraoleate, Centella Asiatica Extract(10,000Ppm), Helianthus Annuus(Sunflower) Seed Oil, Citrus Aurantium Bergamia(Bergamot) Fruit Oil, Olea Europaea(Olive) Fruit Oil, Simmondsia Chinensis(Jojoba) Seed Oil, Ethylhexylglycerin, Pelargonium Graveolens Flower Oil, Rosa Damascena Flower Oil","A cleansing oil, made with a blend of Centella Oil from Madagascar, the untouched nature, and 6 different plant based oils, melts away surface impurities and makeup, and cleanses skin with a lightweight formula, leaving skin purified and refreshed.",,Ya,,a,a,Melembutkan dan melembabkan wajah,b
Cleanser,Oil,Sensitif,Beauty of Joseon,Ginseng Cleansing Oil,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1674558245648.jpg,beautyofjoseon_ginsengcleansingoil,"Antioxidant: Olea Europaea (Olive) Fruit Oil, Tocopherol, Nigella Sativa Seed Oil, Panax Ginseng Root Extract, Panax Ginseng Extract
Skin-identical ingredient: Glycerin
Soothing: Nigella Sativa Seed Oil","Glycine Soja (Soybean) Oil, Cetyl Ethylhexanoate, Sorbeth-30 Tetraoleate, Isododecane, Olea Europaea (Olive) Fruit Oil, Camellia Japonica Seed Oil, Hydrogenated Coconut Oil, Octyldodecanol, Polybutene, Caprylic/​Capric Triglyceride, Water, Tocopherol, Salvia Officinalis (Sage) Oil, Panax Ginseng Seed Oil, Artemisia Vulgaris Oil, Ocimum Basilicum (Basil) Oil, Corylus Avellana (Hazelnut) Seed Oil, Nigella Sativa Seed Oil, Butylene Glycol, Panax Ginseng Berry Extract, Glycerin, 1,2-Hexanediol, Methylpropanediol, Panax Ginseng Root Extract, Panax Ginseng Root Extract, Ethyl Hexanediol, Panax Ginseng Extract, Panax Ginseng Leaf/​Stem Extract, Ethylhexylglycerin","Glycine Soja (Soybean) Oil digunakan sebagai bahan dasar pada pembersih ini karena teksturnya yang ringan namun efektif untuk membersihkan kotoran, minyak, dan riasan dari wajah. Diformulasikan dengan Micellar Cleansing Technology yang menjadikan pembersih ini mampu menarik dan menyerap kotoran pada kulit sekaligus memberikan kelembapan yang kaya ke dalam kulit ketika bersentuhan dengan kulit.",,Ya,,a,a,Membantu melindungi kulit dari rangsangan eksternal,g
Cleanser,Oil,Sensitif,SKINOIA,Calendula Light Cleansing Oil,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1592204329_skinoia_cl_800x800.jpg,skinoia_calendulalightcleansingoil,"Antioxidant: Tocopherol, Calendula Officinalis Extract
Soothing: Calendula Officinalis Extract, Bisabolol","Prunus Armeniaca (Apricot) Kernel Oil, Prunus Amygdalus (Sweet Almond) Oil, Glycine Soja (Soybean) Oil, Caprylic/​Capric Triglyceride, Ribes Nigrum Seed Oil, Ricinus Communis Oil, Orbignya Oleifera Seed Oil Glycereth-8-Esters, Sunflower Seed Oil Glycereth-8 Esters, Tocopherol, Calendula Officinalis Extract, Bisabolol, Cananga Odorata Oil","SKINOIA Calendula Light Cleansing Oil merupakan pembersih wajah berbasis oil yang ringan dan mudah diaplikasikan pada wajah untuk mengangkat make up, kotoran dan sebum yg menyumbat pada wajah. Kandungan Calendula extract berfungsi untuk soothing, anti-inflamasi dan antibakteri yang sangat baik untuk masalah jerawat, eczema, dll. Formulanya gentle dan tidak pedih di mata sehingga dapat digunakan untuk cleansing make up daerah mata.",,Ya,,a,a,"Mengangkat make up, kotoran dan sebum yg menyumbat pada wajah",g
Cleanser,Scrub & Exfoliator,Sensitif,ELFormula,Intensive Peeling Solution,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1707297910674-,elformula_intensivepeelingsolution,"Anti-acne: Salicylic Acid
Antioxidant: Hydrolyzed Gardenia Florida Extract, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cysteine
Exfoliant: Glycolic Acid, Gluconolactone, Salicylic Acid
Skin brightening: Glycyrrhiza Glabra (Licorice) Root Extract
Skin-identical ingredient: Glycerin, Glycine, Serine, Aspartic Acid, Alanine, Arginine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine
Soothing: Salicylic Acid, Beta-Glucan, Centella Asiatica Extract, Scutellaria Baicalensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract","Water, Glycolic Acid, Alcohol, Glycerin, Glycereth-26, Butylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Gluconolactone, Salicylic Acid, Xanthan Gum, Ethylhexylglycerin, PEG-60 Hydrogenated Castor Oil, Hydrolyzed Gardenia Florida Extract, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Maltodextrin, Disodium EDTA, Beta-Glucan, Fragrance, Centella Asiatica Extract, Glycine, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Serine, Glutamic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Aspartic Acid, Leucine, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Methionine, Cysteine",Elformula Peeling Solution merupakan chemical peeling untuk mengeksfoliasi kulit wajah dibandingkan dengan menggunakan chemical peeling biasa atau physical peeling seperti scrub yang bisa merusak skin barrier. Elformula Peeling solution diformulasikan dengan kandungan asam (AHA BHA PHA) yang rendah dan stabil serta menggunakan 7 kombinasi natural ingredient yang dipatenkan dalam BSASM sehingga cocok digunakan pada semua jenis kulit bahkan kulit sensitif sekalipun.,,Tidak,,a,a,"Membantu mengurangi jerawat dan bekas jerawat, Mengangkat sel kulit mati, Mencerahkan wajah, Mengontrol minyak pada wajah, Membantu mengecilkan pori-pori",g
Cleanser,Scrub & Exfoliator,Sensitif,Viva Cosmetics,Peeling Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1687752643_Screenshot_800x800.png,vivacosmetics_peelingserum,"Anti-acne: Salicylic Acid
Exfoliant: Gluconolactone, Glycolic Acid, Salicylic Acid
Soothing: Salicylic Acid, Allantoin, Aloe Barbadensis Leaf Juice","Aqua, Gluconolactone, Butylene Glycol, Glycolic Acid, Pentylene Glycol, PEG-40 Hydrogenated Castor Oil, Betaine, Sodium Citrate, Polyacrylate Crosspolymer-6, Salicylic Acid, Sodium Hydroxide, Phenoxyethanol, Allantoin, Hydrolyzed Jojoba Esters, Xanthan Gum, Aloe Barbadensis Leaf Juice, Triethylene Glycol, Ci 14720, Ci 42090, Ci 19140","Serum yang lembut untuk eksfoliasi, dapat membantu mengangkat sel kulit mati dan kulit kering, sehingga membantu agar kulit wajah terawat kehalusannya dan terhindar dari kondisi kusam, kulitpun tampak makin cerah merona, segar secara alami.",,Ya,,a,a,"Mengangkat sel kulit mati, membantu regenerasi sel, membersihkan wajah dari kotoran.",g
Cleanser,Scrub & Exfoliator,Sensitif,AVOSKIN,Your Skin Bae Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1671512465213.jpg,avoskin_yourskinbaeserum,"Antioxidant: Sodium Bisulfite, Perilla Ocymoides Seed Extract
Exfoliant: Mandelic Acid (5%)
Skin-identical ingredient: Glycerin
Soothing: Panthenol (0.5%), Biosaccharide Gum-1","Aqua, Propylene Glycol, Mandelic Acid (5%), Glycerin, Xanthan Gum, Phenoxyethanol, Sodium Hydroxide, Panthenol (0.5%), Chlorphenesin, Sodium Bisulfite, Tetrasodium EDTA, Perilla Ocymoides Seed Extract, Biosaccharide Gum-1, Benzaldehyde, Benzoic Acid, Potassium Sorbate, Sodium Benzoate","Serum dari Your Skin Bae Series yang fokus sebagai serum untuk membantu mengatasi permasalahan kulit berjerawat dan eksfoliasi. Memiliki kandungan utama Mandelic Acid yang merupakan salah satu jenis AHA dengan ukuran molekul yang besar sehingga cocok sebagai exfoliator untuk kulit sensitif, membantu merawat kulit yang berjerawat, dan membantu mencerahkan kulit. Dilengkapi dengan Panthenol dan Perilla Extract yang berfungsi untuk membantu merawat skin barrier, menenangkan kulit, dan menghidrasi kulit.",,Ya,,a,a,"Membantu merawat skin barrier, menenangkan kulit, dan menghidrasi kulit.",b
Treatment,Eye Treatment,Sensitif,Wardah,Renew You Anti-Aging Eye Cream,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1679476055_PDP_TEMPLA_800x800.jpg,wardah_renewyouanti-agingeyecream,"Anti-acne: Niacinamide
Antioxidant: 3-0-Ethyl Ascorbic Acid, Tocopherol
Cell-communicating ingredient: Niacinamide, Adenosine, Palmitoyl Tripeptide-5, Acetyl Hexapeptide-8
Skin brightening: Niacinamide, 3-0-Ethyl Ascorbic Acid
Skin-identical ingredient: Glycerin
Soothing: Palmitoyl Tripeptide-8","Aqua, Glycerin, Isohexadecane, Dipropylene Glycol, Niacinamide, Dimethicone, Methyl Methacrylate Crosspolymer, Nylon-12, PEG-10 Dimethicone, 3-0-Ethyl Ascorbic Acid, Phenoxyethanol, Hydrogenated Castor Oil, Dimethicone/​PEG-10/​15 Crosspolymer, Butylene Glycol, Glycosaminoglycans, Dimethicone/​Polyglycerin-3 Crosspolymer, Coffea Arabica (Coffee) Seedcake Extract, Chlorphenesin, Malus Domestica Fruit Cell Culture Extract, Disodium EDTA, Lecithin, Xanthan Gum, Adenosine, Caprylyl Glycol, Palmitoyl Tripeptide-5, Benzyl Alcohol, Potassium Sorbate, Sodium Citrate, Trisodium EDTA, Acetyl Hexapeptide-8, Tocopherol, Dextran, Palmitoyl Tripeptide-8","Eye Cream dengan formula yang lembut dan cepat menyerap, nyaman digunakan untuk merawat kulit di area sekitar mata, mengandung Peptide Matrixyl™  dan Bakuchiol, formulanya bantu menyamarkan kantung mata dari pemakaian pertama (instant blurring formula), teruji secara klinis dapat menyamarkan kerutan dan garis halus, membuat kulit terasa kencang, dan menghaluskan tekstur kulit di area mata secara signifikan dalam 4 minggu pemakaian*. Dilengkapi dengan Niacinamide yang mencerahkan dan Bisabolol yang menenangkan area kulit di sekitar mata.",,Ya,,a,b,"Membantu menyamarkan tanda-tanda penuaan di area mata: kerutan, garis-garis halus, kulit kering, kantung mata, noda hitam, dan warna kulit yang kusam. Menyegarkan kulit di sekitar area mata.",e
Treatment,Eye Treatment,Sensitif,Whitelab,Eye Cream,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1617339087_WhatsApp_I_800x800.jpeg,whitelab_eyecream,"Antioxidant: Poria Cocos Extract, Tocopheryl Acetate, Copper Tripeptide-1, Ethyl Ascorbic Acid
Cell-communicating ingredient: Dipeptide-2, Acetyl Tetrapeptide-2, Copper Tripeptide-1
Skin brightening: Ethyl Ascorbic Acid
Skin-identical ingredient: Glycerin, Sodium Hyaluronate
Soothing: Beta-Glucan, Poria Cocos Extract, Allantoin, Copper Tripeptide-1","Aqua, Butylene Glycol, Cyclopentasiloxane, Glycerin, PEG/​PPG-20/​20 Phenylisopropyl Caprylyl Dimethicone, Beta-Glucan, Phenoxyethanol, Avena Sativa Kernel Oil, Sodium Polyacrylate, Poria Cocos Extract, Carbomer, Dicaprylyl Carbonate, Polyglyceryl-3 Caprate, Triethanolamine, Tocopheryl Acetate, Allantoin, Ethylhexylglycerin, Glycogen, Dipeptide-2, Acetyl Tetrapeptide-2, Sodium Hyaluronate, Copper Tripeptide-1, Parfum, Ethyl Ascorbic Acid, Chenopodium Quinoa Seed Extract","Dengan kandungan utama Copper Tripeptide + Beta Glucan. Ketika penuaan terjadi, area mata adalah yang pertama menunjukkan perubahannya. Kulit pada area mata yang tipis, akan lebih mudah mengendur dan garis halus serta kerutan akan lebih mudah terlihat.",,Ya,,a,b,"Meningkatkan kekencangan kulit, Membantu mengurangi garis halus disekitar mata, Meningkatkan produksi kolagen, Meminimalisir dan mengencangkan kantung mata, Meningkatkan hidrasi dan kelembaban kulit, Meregenerasi sel-sel kulit pada area sekitar mata, Membantu mencerahkan area gelap di sekitar mata","a,d"
Treatment,Eye Treatment,Sensitif,NPURE,Marigold Eyemazing Power Serum Concentrate,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1696560079_example_7_800x800.png,npure_marigoldeyemazingpowerserumconcentrate,"Anti-acne: Niacinamide
Antioxidant: Calendula Officinalis Flower Extract, Copper Tripeptide-1, Tocopherol, Ascorbyl Tetraisopalmitate, Caffeine, Tocopheryl Acetate, Totarol
Cell-communicating ingredient: Niacinamide, Palmitoyl Tripeptide-5, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Adenosine
Skin brightening: Niacinamide, Ascorbyl Tetraisopalmitate
Skin-identical ingredient: Glycerin, Linoleic Acid, Linolenic Acid
Soothing: Calendula Officinalis Flower Extract, Panthenol, Copper Tripeptide-1, Allantoin, Aloe Barbadensis Leaf Extract","Water, Glycerin, Calendula Officinalis Flower Extract, Niacinamide, Propanediol, 1,2-Hexanediol, Pentylene Glycol, Butylene Glycol, Panthenol, Palmitoyl Tripeptide-5, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Tocopherol, Biotin, Cyanocobalamin, Ascorbyl Tetraisopalmitate, Pyridoxine Hcl, Linoleic Acid, Oleic Acid, Glyceryl Acrylate/​Acrylic Acid Copolymer, Calendula Officinalis Flower Oil, Caffeine, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Adenosine, Allantoin, Tocopheryl Acetate, Ethylhexylglycerin, Sodium Phytate, Zerumbone, Colloidal Gold, Palmitic Acid, Aloe Barbadensis Leaf Extract, Stearic Acid, Carbomer, Linolenic Acid, Polysorbate 20, Hexylene Glycol, Decylene Glycol, Totarol","NPURE Marigold Eyemazing Power Serum Concentrate merupakan perawatan mata anti kerutan alami dengan 8X Essential Vitamins, 5X Peptides, dan Natural Dark Circle Corrector untuk membantu mengurangi tampilan kerutan, garis halus, lingkaran hitam, dan kantung mata.",,Ya,,a,b,"Membantu mengurangi tampilan kerutan, garis halus, lingkaran hitam, dan kantung mata.",a
Treatment,Skin Soothing Treatment,Sensitif,Benton,Aloe Propolis Soothing Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1628486898_11401209_2_800x800.jpg,benton_aloepropolissoothinggel,"Antioxidant: Portulaca Oleracea Extract, Houttuynia Cordata Extract
Skin-identical ingredient: Glycerin, Arginine
Soothing: Aloe Barbadensis Leaf Juice, Aloe Barbadensis Leaf Extract, Portulaca Oleracea Extract, Allantoin, Houttuynia Cordata Extract","Aloe Barbadensis Leaf Juice, Propolis Extract, Pentylene Glycol, Butylene Glycol, 1,2-Hexanediol, Glycerin, Aloe Barbadensis Leaf Extract, Betaine, Aqua (Water), Portulaca Oleracea Extract, Allantoin, Houttuynia Cordata Extract, Psidium Guajava Fruit Extract, Schisandra Chinensis Fruit Extract, Perilla Ocymoides Leaf Extract, Acorus Calamus Root Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Caprylyl Glycol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Arginine, Maltodextrin",Benton Aloe Propolis Soothing Gel merupakan gel untuk menyembuhkan kulit yang sensitif dan iritasi karena radikal bebas atau lingkungan luar. Produk ini mengandung ekstrak aloe vera dan ekstrak propolis untuk mencegah segala masalah kulit serta melembabkan kulit dan menutrisi kulit.,,Ya,,a,b,"Membantu menenangkan kulit yang teriritasi, memudarkan bekas jerawat, mencerahkan warna kulit, dan menjaga kelembapan sepanjang hari","b,d,f"
Treatment,Skin Soothing Treatment,Sensitif,Wardah,Nature Daily Aloe Hydramild Multifunction Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1610511799_aloe_gel_800x800.jpg,wardah_naturedailyaloehydramildmultifunctiongel,"Skin-identical ingredient: Glycerin
Soothing: Beta-Glucan, Aloe Barbadensis (Aloe Vera) Leaf Extract, Biosaccharide Gum-1, Allantoin","Aqua, Propylene Glycol, Beta-Glucan, Glycerin, Aloe Barbadensis (Aloe Vera) Leaf Extract, Butylene Glycol, Biosaccharide Gum-1, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Trideceth-9, 1,2-Hexanediol, Caprylyl Glycol, Glyceryl Polyacrylate, Allantoin, Disodium EDTA, Ethylhexylglycerin, Fragrance, Polysorbate 20, Potassium Sorbate, Sodium Benzoate","WARDAH ALOE HYDRAMILD MULTIFUNCTION GEL merupakan produk perawatan kulit dengan kandungan Aloe vera natural yang memberikan kelembaban dan menyegarkan kulit. Bahan Formula pada produk ini bekerja sebagai anti-iritasi, anti-inflamasi, agen soothing kulit yang terbakar sinar matahari, dan membantu meningkatkan ketahanan kulit (skin barrier) sehingga melembabkan kulit secara optimal dan menyejukkan kulit. ",,Ya,,a,b,"Melembapkan kulit secara optimal, Menjaga kesehatan rambut, Merawat kulit kemerahan akibat iritasi, Mencegah iritasi pada kulit setelah shaving, Merawat kuku",b
Treatment,Skin Soothing Treatment,Sensitif,,,,_,,,,,Tidak,,a,b,,g
Treatment,Brow & Lash Treatment,Sensitif,Benton,Honest Eyelash Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/45d5ff9834979713a5da31dda6a57eaa.jpg,benton_honesteyelashserum,"Antioxidant: Cysteine, Houttuynia Cordata Extract, Camellia Sinensis Leaf Extract
Cell-communicating ingredient: Palmitoyl Tripeptide-5, Acetyl Hexapeptide-8
Skin-identical ingredient: Glycine, Serine, Aspartic Acid, Alanine, Arginine, Phenylalanine, Threonine, Proline, Valine, Isoleucine, Histidine, Sodium Hyaluronate, Glycerin
Soothing: Houttuynia Cordata Extract, Camellia Sinensis Leaf Extract, Panthenol, Beta-Glucan, Allantoin","Aqua (Water), Butylene Glycol, Palmitoyl Tripeptide-5, Acetyl Hexapeptide-8, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Isoleucine, Histidine, Methionine, Cysteine, Houttuynia Cordata Extract, Camellia Sinensis Leaf Extract, Betaine, Sodium Hyaluronate, Panthenol, Beta-Glucan, Glycerin, 1,2-Hexanediol, Allantoin, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Sodium Phytate, Sodium Citrate, Citric Acid, Hydroxyacetophenone, Pentylene Glycol, Caprylyl Glycol","Mengintensifkan bulu mata agar lebih kuat dan sehat, bervolume, dan memanjang dengan bahan yang ringan untuk area mata yang sensitif. Formulasi gel encer yang ringan dan transparan dengan dual ball-tip dan sikat sekrup. Cocok untuk masalah bulu mata rontok dan lemah, bulu mata rusak karena sering menjepit, menyetrika, ekstensi atau perm bulu mata, kurangnya volume bulu mata.",NA26221200068,Tidak,,a,b,Merawat dan menutrisi bulu mata dengan memberikan kelembapan dan nutrisi,"b,c"
Treatment,Brow & Lash Treatment,Sensitif,Salsa Cosmetic,Eyelash & Eyebrow Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/7f3748af4b670d67a5a5369b0d166979.jpg,salsacosmetic_eyelash&eyebrowserum,"Antioxidant: Panax Ginseng Root Extract
Cell-communicating ingredient: Biotinoyl Tripeptide-1
Skin-identical ingredient: Glycerin
Soothing: Panthenol","Aqua Demineralisata, Butylene Glycol, Propylene Glycol, Hydroxypropyl Methylcellulose, Glycerin, Panthenol, Biotinoyl Tripeptide-1, Panax Ginseng Root Extract, Phenoxyethanol, DMDM Hydantoin, Xanthan Gum, Tetrasodium EDTA","Eyelash & Eyebrow Serum dengan kandungan Biotinoyl Tripeptide -1, Panax Ginseng Root Extract (Korean Ginseng), dan Panthenol untuk menghasilkan Bulu Mata & Alis yang lebih tebal & panjang",NA18221205676,Tidak,,a,b,"Menstimulasi produksi keratin untuk memperkuat, menebalkan dan memperpanjang bulu mata dan alis, Memperbaiki folikel rambut bulumata dan alis yang rusak atau rapuh, Mengurangi kerontokan bulu mata dan alis, Merangsang pertumbuhan rambut baru, Menumbuhkan bulu mata dan alis secara cepat hanya 7 hari!",g
Treatment,Brow & Lash Treatment,Sensitif,,,,_,,,,,Tidak,,a,b,,g
Treatment,Peeling,Sensitif,ELFormula,Intensive Peeling Solution,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1707297910674-,elformula_intensivepeelingsolution,"Anti-acne: Salicylic Acid
Antioxidant: Hydrolyzed Gardenia Florida Extract, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cysteine
Exfoliant: Glycolic Acid, Gluconolactone, Salicylic Acid
Skin brightening: Glycyrrhiza Glabra (Licorice) Root Extract
Skin-identical ingredient: Glycerin, Glycine, Serine, Aspartic Acid, Alanine, Arginine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine
Soothing: Salicylic Acid, Beta-Glucan, Centella Asiatica Extract, Scutellaria Baicalensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract","Water, Glycolic Acid, Alcohol, Glycerin, Glycereth-26, Butylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Gluconolactone, Salicylic Acid, Xanthan Gum, Ethylhexylglycerin, PEG-60 Hydrogenated Castor Oil, Hydrolyzed Gardenia Florida Extract, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Maltodextrin, Disodium EDTA, Beta-Glucan, Fragrance, Centella Asiatica Extract, Glycine, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Serine, Glutamic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Aspartic Acid, Leucine, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Methionine, Cysteine",Elformula Peeling Solution merupakan chemical peeling untuk mengeksfoliasi kulit wajah dibandingkan dengan menggunakan chemical peeling biasa atau physical peeling seperti scrub yang bisa merusak skin barrier. Elformula Peeling solution diformulasikan dengan kandungan asam (AHA BHA PHA) yang rendah dan stabil serta menggunakan 7 kombinasi natural ingredient yang dipatenkan dalam BSASM sehingga cocok digunakan pada semua jenis kulit bahkan kulit sensitif sekalipun.,,Tidak,,a,b,Mengangkat sel kulit mati dengan lembut tanpa menimbulkan iritasi di kulit,g
Treatment,Peeling,Sensitif,NPURE,Licorice Advance Peeling Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/0657ba1d083364e673ba0c1c7a2f163d.jpg,npure_licoriceadvancepeelinggel,"Anti-acne: Niacinamide
Antioxidant: Tocopheryl Acetate, Tocopherol
Cell-communicating ingredient: Niacinamide
Skin brightening: Niacinamide
Skin-identical ingredient: Glycerin, Cholesterol, Ceramide NP
Soothing: Dipotassium Glycyrrhizate","Water, Glycerin, Cellulose, Dipropylene Glycol, Butylene Glycol, Propylene Glycol, Carica Papaya (Papaya) Fruit Water, Pentylene Glycol, 1,2-Hexanediol, Carbomer, Tromethamine, Caprylyl Glycol, Polysorbate 20, Betaine, Disodium EDTA, Dipotassium Glycyrrhizate, Niacinamide, Tocopheryl Acetate, Palmitoyl Tetrapeptide-10, Galactomyces Ferment Filtrate, Mannitol, Hydrogenated Lecithin, Cholesterol, Glycyrrhiza Uralensis (Licorice) Root Extract, Caprylic/​Capric Triglyceride, Cetyl Palmitate, Chitosan, Sorbitan Stearate, Polysorbate 80, Bromelain, Ceramide NP, Papain, Phenoxyethanol, Sodium Benzoate, Citric Acid, Tocopherol, Ethylhexylglycerin, Fragrance (Parfum)","NPURE Licorice Advance Peeling Gel merupakan advanced peeling gel untuk membantu mencerahkan kulit yang kusam, mengangkat sel kulit mati, membantu proses regenerasi kulit, membersihkan pori-pori, mengurangi komedo whitehead & blackhead, serta memperbaiki skin barrier. Kulit akan tampak lebih bersih dan cerah serta terasa halus.",,Ya,,a,b,"Membantu mencerahkan kulit yang kusam, mengangkat sel kulit mati, membantu proses regenerasi kulit, membersihkan pori-pori, mengurangi komedo whitehead & blackhead, serta memperbaiki skin barrier.",d
Treatment,Peeling,Sensitif,,,,_,,,,,Tidak,,a,b,,g
Treatment,Serum & Essence,Sensitif,The Originote,Ceratides Barrier Serum,https://img.id.my-best.com/product_images/0a79f429ca335f953511da4338cf3ee5.png?ixlib=rails-4.3.1&q=70&lossless=0&w=800&h=800&fit=clip&s=303a891da9da28806b770a45ef6d0478,theoriginote_ceratidesbarrierserum,"Anti-acne: Niacinamide
Antioxidant: Portulaca Oleracea Flower/​Leaf/​Stem Extract, Centella Asiatica Extract, Ergothioneine, Tocopherol
Cell-communicating ingredient: Niacinamide, Hexapeptide-9, Palmitoyl Tripeptide-1
Skin brightening: Niacinamide
Skin-identical ingredient: Glycerin, Sodium Hyaluronate, Ceramide NP, Ceramide EOP, Cholesterol, Ceramide AP
Soothing: Allantoin, Centella Asiatica Extract","Water, Butylene Glycol, Glycerin, Niacinamide, 1,2-Hexanediol, Hydroxyacetophenone, Carbomer, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Allantoin, Triethanolamine, Glycyrrhiza Uralensis (Licorice) Root Extract, Portulaca Oleracea Flower/​Leaf/​Stem Extract, Paeonia Suffruticosa Root Extract, Paeonia Lactiflora Extract, Xanthan Gum, Stephania Tetrandra Extract, Propylene Glycol, Sodium Hyaluronate, Centella Asiatica Extract, Caprylic/​Capric Triglyceride, Ergothioneine, Ceramide NP, Ceramide EOP, Ceramide AS, Propolis Extract, Oligopeptide-1, Phenoxyethanol, Ceramide NS, Hydrolyzed Honey Protein, Hexapeptide-9, Palmitoyl Tripeptide-1, Hydrogenated Lecithin, Hexylene Glycol, Stearic Acid, Cholesterol, Ceramide AP, Mannitol, Salvia Officinalis Leaf Extract, PEG-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Hydrolyzed Collagen, Tocopherol, EDTA","The Originote Ceratides Serum adalah serum yang diformulasikan untuk menjaga skin barrier dengan menggunakan gabungan dari bahan aktif laboratorium kimia yang teruji secara klinis aman dan bahan natural dari alam. Diformulasikan dengan Ceramide dan Duo Peptides yang dapat memperbaiki dan menjaga skin barrier, mengunci hidrasi pada kulit, menjaga elastisitas kulit serta membantu menyembuhkan breakout. Mengandung Propolis yang berfungsi sebagai anti-inflammatory yang dapat mengurangi kemerahan, dan melindungi kulit dari polusi, radiasi, dan bahaya sinar matahari.",NA18230100417,Ya,,a,b,Menjaga kelembapan serta merawat skin barrier kulit,b
